year,food_code,mod_code,food_description,method,method_description,nhanes,price_100gm
2013/2014,92100500,NA,"Coffee, NS as to brewed or instant",2,Links to altEC,Top 90,0.048787
2013/2014,92101000,NA,"Coffee, brewed",1,Links to FNDDS,Top 90,0.048819
2013/2014,92101500,NA,"Coffee, brewed, blend of regular and decaffeinated",4,FNDDS recipe with modified SR codes,Top 90,0.052095
2013/2014,92101600,NA,"Coffee, Turkish",1,Links to FNDDS,Extra,0.074497
2013/2014,92101610,NA,"Coffee, espresso",1,Links to FNDDS,Top 90,0.050996
2013/2014,92101630,NA,"Coffee, espresso, decaffeinated",1,Links to FNDDS,Extra,0.056012
2013/2014,92101700,NA,"Coffee, brewed, flavored",1,Links to FNDDS,Extra,0.09037
2013/2014,92101800,NA,"Coffee, Cuban",4,FNDDS recipe with modified SR codes,Top 90,0.056203
2013/2014,92101820,NA,"Coffee, macchiato, sweetened",1,Links to FNDDS,Extra,0.249971
2013/2014,92101850,NA,"Coffee, cafe con leche",4,FNDDS recipe with modified SR codes,Top 90,0.07837
2013/2014,92101851,NA,"Coffee, cafe con leche, decaffeinated",4,FNDDS recipe with modified SR codes,Top 90,0.081235
2013/2014,92101900,NA,"Coffee, Latte",1,Links to FNDDS,Top 90,0.282562
2013/2014,92101901,NA,"Coffee, Latte, nonfat",4,FNDDS recipe with modified SR codes,Top 90,0.098079
2013/2014,92101904,NA,"Coffee, Latte, flavored",4,FNDDS recipe with modified SR codes,Top 90,0.094206
2013/2014,92101905,NA,"Coffee, Latte, nonfat, flavored",1,Links to FNDDS,Extra,0.347567
2013/2014,92101906,NA,"Coffee, Latte, with non-dairy milk, flavored",1,Links to FNDDS,Extra,0.805269
2013/2014,92101920,NA,Frozen coffee drink,1,Links to FNDDS,Top 90,0.527085
2013/2014,92101921,NA,"Frozen coffee drink, nonfat",1,Links to FNDDS,Extra,0.438539
2013/2014,92101925,NA,"Frozen coffee drink, with whipped cream",2,Links to altEC,Top 90,0.527085
2013/2014,92101950,NA,"Coffee, Cafe Mocha",4,FNDDS recipe with modified SR codes,Top 90,0.116896
2013/2014,92101955,NA,"Coffee, Cafe Mocha, nonfat",1,Links to FNDDS,Extra,0.456748
2013/2014,92101960,NA,"Coffee, Cafe Mocha, with non-dairy milk",1,Links to FNDDS,Extra,0.317191
2013/2014,92102000,NA,Frozen mocha coffee drink,1,Links to FNDDS,Extra,0.494406
2013/2014,92102400,NA,"Iced Coffee, brewed",4,FNDDS recipe with modified SR codes,Top 90,0.039818
2013/2014,92103000,NA,"Coffee, instant, reconstituted",2,Links to altEC,Top 90,0.024843
2013/2014,92111010,NA,"Coffee, brewed, decaffeinated",1,Links to FNDDS,Top 90,0.066393
2013/2014,92114000,NA,"Coffee, instant, decaffeinated, reconstituted",2,Links to altEC,Top 90,0.019026
2013/2014,92121000,NA,"Coffee, instant, pre-lightened and pre-sweetened with sugar, reconstituted",2,Links to altEC,Top 90,0.074942
2013/2014,92121010,NA,"Coffee, instant, pre-sweetened with sugar, reconstituted",2,Links to altEC,Top 90,0.162167
2013/2014,92121020,NA,"Coffee, mocha, instant, pre-lightened and pre-sweetened with sugar, reconstituted",1,Links to FNDDS,Extra,0.098212
2013/2014,92121040,NA,"Coffee, instant, pre-lightened and pre-sweetened with low calorie sweetener, reconstituted",2,Links to altEC,Top 90,0.074942
2013/2014,92130000,NA,"Coffee, pre-lightened and pre-sweetened with sugar",1,Links to FNDDS,Extra,0.313627
2013/2014,92130010,NA,"Coffee, pre-lightened",4,FNDDS recipe with modified SR codes,Top 90,0.038496
2013/2014,92152000,NA,"Coffee and chicory, brewed",1,Links to FNDDS,Extra,0.04322
2013/2014,92152010,NA,"Coffee and chicory, brewed, decaffeinated",1,Links to FNDDS,Extra,0.042928
2013/2014,92161000,NA,"Coffee, Cappuccino",1,Links to FNDDS,Top 90,0.721262
2013/2014,92161001,NA,"Coffee, Cappuccino, nonfat",4,FNDDS recipe with modified SR codes,Top 90,0.062893
2013/2014,92171000,NA,"Coffee, bottled/canned",1,Links to FNDDS,Top 90,0.731576
2013/2014,92191100,NA,"Coffee, instant, not reconstituted",1,Links to FNDDS,Top 90,3.105365
2013/2014,92191105,NA,"Coffee, instant, 50% less caffeine, not reconstituted",1,Links to FNDDS,Extra,2.378197
2013/2014,92191200,NA,"Coffee, instant, decaffeinated, not reconstituted",2,Links to altEC,Extra,3.290798
2013/2014,92191400,NA,"Coffee, instant, pre-sweetened with sugar, not reconstituted",1,Links to FNDDS,Extra,3.861125
2013/2014,92192000,NA,"Coffee, mocha, instant, pre-lightened and pre-sweetened with sugar, not reconstituted",1,Links to FNDDS,Extra,2.215116
2013/2014,92193000,NA,"Coffee, instant, pre-lightened and pre-sweetened with sugar, not reconstituted",1,Links to FNDDS,Extra,1.208745
2013/2014,92193005,NA,"Coffee, instant, decaffeinated, pre-lightened and pre-sweetened with sugar, not reconstituted",1,Links to FNDDS,Extra,2.618752
2013/2014,92193020,NA,"Coffee, instant, pre-lightened and pre-sweetened with low calorie sweetener, not reconstituted",1,Links to FNDDS,Extra,1.037948
2013/2014,92203000,NA,Cereal beverage,1,Links to FNDDS,Extra,0.092634
2013/2014,92203110,NA,"Cereal beverage with beet roots, from powdered instant",1,Links to FNDDS,Extra,0.119843
2013/2014,92291300,NA,"Postum, dry powder",1,Links to FNDDS,Extra,5.329863
2013/2014,92302000,NA,"Tea, hot, leaf, black",1,Links to FNDDS,Top 90,0.039443
2013/2014,92302500,NA,"Tea, hot, leaf, black, decaffeinated",1,Links to FNDDS,Top 90,0.062506
2013/2014,92303010,NA,"Tea, hot, leaf, green",1,Links to FNDDS,Top 90,0.107978
2013/2014,92303100,NA,"Tea, hot, leaf, green, decaffeinated",1,Links to FNDDS,Top 90,0.115887
2013/2014,92304100,NA,"Tea, hot, leaf, oolong",1,Links to FNDDS,Top 90,0.129486
2013/2014,92305010,NA,"Tea, iced, instant, black, unsweetened",4,FNDDS recipe with modified SR codes,Top 90,3.60E-05
2013/2014,92305040,NA,"Tea, iced, instant, black, pre-sweetened with sugar",4,FNDDS recipe with modified SR codes,Top 90,0.001572
2013/2014,92305050,NA,"Tea, iced, instant, black, decaffeinated, pre-sweetened with sugar",4,FNDDS recipe with modified SR codes,Top 90,0.010408
2013/2014,92305090,NA,"Tea, iced, instant, black, pre-sweetened with low calorie sweetner",1,Links to FNDDS,Top 90,0.000514
2013/2014,92305110,NA,"Tea, iced, instant, black, decaffeinated, pre-sweetened with low calorie sweetener",4,FNDDS recipe with modified SR codes,Top 90,0.000177
2013/2014,92305180,NA,"Tea, iced, instant, black, decaffeinated, unsweetened",4,FNDDS recipe with modified SR codes,Top 90,3.60E-05
2013/2014,92305900,NA,"Tea, iced, instant, green, unsweetened",1,Links to FNDDS,Top 90,0.000243
2013/2014,92305910,NA,"Tea, iced, instant, green, pre-sweetened with sugar",1,Links to FNDDS,Top 90,0.011177
2013/2014,92305920,NA,"Tea, iced, instant, green, pre-sweetened with low calorie sweetener",1,Links to FNDDS,Top 90,0.000508
2013/2014,92306000,NA,"Tea, hot, herbal",1,Links to FNDDS,Top 90,0.122849
2013/2014,92306090,NA,"Tea, hot, hibiscus",1,Links to FNDDS,Top 90,0.122155
2013/2014,92306700,NA,"Tea, hot, chamomile",1,Links to FNDDS,Top 90,0.152406
2013/2014,92306800,NA,"Tea, hot, chai, with milk",4,FNDDS recipe with modified SR codes,Top 90,0.085469
2013/2014,92307000,NA,"Tea, iced, instant, black, unsweetened, dry",1,Links to FNDDS,Extra,0.012377
2013/2014,92307400,NA,"Tea, iced, instant, black, pre-sweetened, dry",1,Links to FNDDS,Extra,0.021178
2013/2014,92307500,NA,Iced Tea / Lemonade juice drink,1,Links to FNDDS,Top 90,0.083006
2013/2014,92307510,NA,"Iced Tea / Lemonade juice drink, light",1,Links to FNDDS,Extra,0.110196
2013/2014,92307520,NA,"Iced Tea / Lemonade juice drink, diet",1,Links to FNDDS,Extra,0.00349
2013/2014,92308000,NA,"Tea, iced, brewed, black, pre-sweetened with sugar",4,FNDDS recipe with modified SR codes,Top 90,0.049325
2013/2014,92308010,NA,"Tea, iced, brewed, black, pre-sweetened with low calorie sweetener",4,FNDDS recipe with modified SR codes,Top 90,0.05362
2013/2014,92308020,NA,"Tea, iced, brewed, black, unsweetened",1,Links to FNDDS,Top 90,0.020234
2013/2014,92308030,NA,"Tea, iced, brewed, black, decaffeinated, pre-sweetened with sugar",4,FNDDS recipe with modified SR codes,Top 90,0.049325
2013/2014,92308040,NA,"Tea, iced, brewed, black, decaffeinated, pre-sweetened with low calorie sweetener",4,FNDDS recipe with modified SR codes,Top 90,0.05362
2013/2014,92308050,NA,"Tea, iced, brewed, black, decaffeinated, unsweetened",1,Links to FNDDS,Top 90,0.04145
2013/2014,92308500,NA,"Tea, iced, brewed, green, pre-sweetened with sugar",4,FNDDS recipe with modified SR codes,Top 90,0.109955
2013/2014,92308510,NA,"Tea, iced, brewed, green, pre-sweetened with low calorie sweetener",4,FNDDS recipe with modified SR codes,Top 90,0.119031
2013/2014,92308520,NA,"Tea, iced, brewed, green, unsweetened",1,Links to FNDDS,Top 90,0.057579
2013/2014,92308550,NA,"Tea, iced, brewed, green, decaffeinated, unsweetened",1,Links to FNDDS,Extra,0.060883
2013/2014,92309000,NA,"Tea, iced, bottled, black",1,Links to FNDDS,Top 90,0.097448
2013/2014,92309010,NA,"Tea, iced, bottled, black, decaffeinated",1,Links to FNDDS,Top 90,0.050738
2013/2014,92309020,NA,"Tea, iced, bottled, black, diet",1,Links to FNDDS,Top 90,0.14244
2013/2014,92309030,NA,"Tea, iced, bottled, black, decaffeinated, diet",2,Links to altEC,Top 90,0.14244
2013/2014,92309040,NA,"Tea, iced, bottled, black, unsweetened",1,Links to FNDDS,Top 90,0.134101
2013/2014,92309500,NA,"Tea, iced, bottled, green",1,Links to FNDDS,Top 90,0.092593
2013/2014,92309510,NA,"Tea, iced, bottled, green, diet",1,Links to FNDDS,Top 90,0.079978
2013/2014,92309520,NA,"Tea, iced, bottled, green, unsweetened",1,Links to FNDDS,Extra,0.407321
2013/2014,92400000,NA,"Soft drink, NFS",2,Links to altEC,Top 90,0.087086
2013/2014,92400100,NA,"Soft drink, NFS, diet",2,Links to altEC,Extra,0.091212
2013/2014,92410110,NA,"Carbonated water, sweetened",1,Links to FNDDS,Top 90,0.119849
2013/2014,92410210,NA,"Carbonated water, unsweetened",1,Links to FNDDS,Top 90,0.100552
2013/2014,92410250,NA,"Carbonated water, sweetened, with low-calorie or no-calorie sweetener",1,Links to FNDDS,Top 90,0.142411
2013/2014,92410310,NA,"Soft drink, cola",1,Links to FNDDS,Top 90,0.087701
2013/2014,92410315,NA,"Soft drink, cola, reduced sugar",1,Links to FNDDS,Top 90,0.080319
2013/2014,92410320,NA,"Soft drink, cola, diet",1,Links to FNDDS,Top 90,0.094173
2013/2014,92410340,NA,"Soft drink, cola, decaffeinated",1,Links to FNDDS,Top 90,0.078123
2013/2014,92410350,NA,"Soft drink, cola, decaffeinated, diet",1,Links to FNDDS,Top 90,0.084912
2013/2014,92410360,NA,"Soft drink, pepper type",1,Links to FNDDS,Top 90,0.091057
2013/2014,92410370,NA,"Soft drink, pepper type, diet",1,Links to FNDDS,Top 90,0.096135
2013/2014,92410390,NA,"Soft drink, pepper type, decaffeinated",1,Links to FNDDS,Top 90,0.07766
2013/2014,92410400,NA,"Soft drink, pepper type, decaffeinated, diet",1,Links to FNDDS,Top 90,0.083005
2013/2014,92410410,NA,"Soft drink, cream soda",1,Links to FNDDS,Top 90,0.09052
2013/2014,92410420,NA,"Soft drink, cream soda, diet",1,Links to FNDDS,Top 90,0.091509
2013/2014,92410510,NA,"Soft drink, fruit flavored, caffeine free",1,Links to FNDDS,Top 90,0.083891
2013/2014,92410520,NA,"Soft drink, fruit flavored, diet, caffeine free",1,Links to FNDDS,Top 90,0.08042
2013/2014,92410550,NA,"Soft drink, fruit flavored, caffeine containing",1,Links to FNDDS,Top 90,0.095698
2013/2014,92410560,NA,"Soft drink, fruit flavored, caffeine containing, diet",1,Links to FNDDS,Top 90,0.092271
2013/2014,92410610,NA,"Soft drink, ginger ale",1,Links to FNDDS,Top 90,0.083817
2013/2014,92410620,NA,"Soft drink, ginger ale, diet",1,Links to FNDDS,Top 90,0.085362
2013/2014,92410710,NA,"Soft drink, root beer",1,Links to FNDDS,Top 90,0.079617
2013/2014,92410720,NA,"Soft drink, root beer, diet",1,Links to FNDDS,Top 90,0.086502
2013/2014,92410810,NA,"Soft drink, chocolate flavored",1,Links to FNDDS,Extra,0.029436
2013/2014,92411510,NA,"Soft drink, cola, fruit or vanilla flavored",1,Links to FNDDS,Top 90,0.095621
2013/2014,92411520,NA,"Soft drink, cola, chocolate flavored",1,Links to FNDDS,Extra,0.446914
2013/2014,92411610,NA,"Soft drink, cola, fruit or vanilla flavored, diet",1,Links to FNDDS,Top 90,0.090433
2013/2014,92411620,NA,"Soft drink, cola, chocolate flavored, diet",1,Links to FNDDS,Extra,0.097951
2013/2014,92432000,NA,"Fruit juice drink, citrus, carbonated",1,Links to FNDDS,Extra,0.259113
2013/2014,92433000,NA,"Fruit juice drink, noncitrus, carbonated",1,Links to FNDDS,Extra,0.314337
2013/2014,92510610,NA,Fruit juice drink,1,Links to FNDDS,Top 90,0.11255
2013/2014,92510650,NA,Tamarind drink (Refresco de tamarindo),1,Links to FNDDS,Top 90,0.146997
2013/2014,92510955,NA,"Lemonade, fruit juice drink",1,Links to FNDDS,Top 90,0.119173
2013/2014,92510960,NA,"Lemonade, fruit flavored drink",1,Links to FNDDS,Top 90,0.100973
2013/2014,92511000,NA,"Lemonade, frozen concentrate, not reconstituted",1,Links to FNDDS,Extra,0.073018
2013/2014,92511015,NA,Fruit flavored drink,1,Links to FNDDS,Top 90,0.07855
2013/2014,92512040,NA,"Frozen daiquiri mix, frozen concentrate, not reconstituted",1,Links to FNDDS,Extra,0.199423
2013/2014,92512050,NA,"Frozen daiquiri mix, from frozen concentrate, reconstituted",1,Links to FNDDS,Extra,0.443526
2013/2014,92512090,NA,"Pina Colada, nonalcoholic",1,Links to FNDDS,Extra,0.233088
2013/2014,92512110,NA,"Margarita mix, nonalcoholic",2,Links to altEC,Extra,0.351402
2013/2014,92513000,NA,"Fruit flavored smoothie drink, frozen (no dairy)",1,Links to FNDDS,Top 90,0.356717
2013/2014,92530410,NA,"Fruit flavored drink, with high vitamin C",1,Links to FNDDS,Top 90,0.041517
2013/2014,92530510,NA,"Cranberry juice drink, with high vitamin C",1,Links to FNDDS,Top 90,0.128473
2013/2014,92530610,NA,"Fruit juice drink, with high vitamin C",1,Links to FNDDS,Top 90,0.083369
2013/2014,92530950,NA,"Vegetable and fruit juice drink, with high vitamin C",1,Links to FNDDS,Top 90,0.130063
2013/2014,92531030,NA,Sunny D,1,Links to FNDDS,Top 90,0.078032
2013/2014,92541010,NA,"Fruit flavored drink, powdered, reconstituted",3,Original FNDDS recipe,Top 90,0.00191
2013/2014,92542000,NA,"Fruit flavored drink, with high vitamin C, powdered, reconstituted",2,Links to altEC,Top 90,0.002858
2013/2014,92550030,NA,"Fruit juice drink, with high vitamin C, light",1,Links to FNDDS,Top 90,0.081491
2013/2014,92550035,NA,"Fruit juice drink, light",1,Links to FNDDS,Top 90,0.254942
2013/2014,92550040,NA,"Fruit juice drink, diet",1,Links to FNDDS,Top 90,0.124751
2013/2014,92550110,NA,"Cranberry juice drink, with high vitamin C, light",1,Links to FNDDS,Top 90,0.140305
2013/2014,92550200,NA,"Grape juice drink, light",1,Links to FNDDS,Extra,0.151665
2013/2014,92550350,NA,"Orange juice beverage, 40-50% juice, light",1,Links to FNDDS,Top 90,0.188547
2013/2014,92550360,NA,"Apple juice beverage, 40-50% juice, light",1,Links to FNDDS,Top 90,0.20247
2013/2014,92550370,NA,"Lemonade, fruit juice drink, light",1,Links to FNDDS,Top 90,0.093408
2013/2014,92550400,NA,"Vegetable and fruit juice drink, with high vitamin C, diet",2,Links to altEC,Top 90,0.130063
2013/2014,92550405,NA,"Vegetable and fruit juice drink, with high vitamin C, light",1,Links to FNDDS,Top 90,0.168858
2013/2014,92550610,NA,"Fruit flavored drink, with high vitamin C, diet",1,Links to FNDDS,Extra,0.028264
2013/2014,92550620,NA,"Fruit flavored drink, diet",1,Links to FNDDS,Top 90,0.090377
2013/2014,92552010,NA,"Fruit flavored drink, powdered, reconstituted, diet",2,Links to altEC,Top 90,0.000183
2013/2014,92552030,NA,"Capri Sun, fruit juice drink",1,Links to FNDDS,Top 90,0.121498
2013/2014,92582110,NA,"Sunny D, added calcium",2,Links to altEC,Top 90,0.078032
2013/2014,92610020,NA,"Horchata beverage, made with water",1,Links to FNDDS,Top 90,0.005894
2013/2014,92610030,NA,"Horchata beverage, made with milk",1,Links to FNDDS,Top 90,0.27554
2013/2014,92611010,NA,Refresco de avena (oatmeal beverage with water),1,Links to FNDDS,Extra,0.311958
2013/2014,92612010,NA,Sugar cane beverage,1,Links to FNDDS,Extra,0.293207
2013/2014,92613010,NA,Atole (corn meal beverage),1,Links to FNDDS,Top 90,0.51192
2013/2014,92803000,NA,Nonalcoholic malt beverage,1,Links to FNDDS,Top 90,0.242139
2013/2014,92804000,NA,Shirley Temple,1,Links to FNDDS,Extra,0.294153
2013/2014,92900100,NA,"Fruit flavored drink, with high vitamin C, powdered, not reconstituted",1,Links to FNDDS,Extra,0.026959
2013/2014,92900110,NA,"Fruit flavored drink, powdered, not reconstituted",2,Links to altEC,Extra,0.031454
2013/2014,92900200,NA,"Fruit flavored drink, powdered, not reconstituted, diet",1,Links to FNDDS,Top 90,0.02285
2013/2014,92900300,NA,"Sports drink, dry concentrate, not reconstituted",2,Links to altEC,Extra,0.033192
2013/2014,93101000,NA,Beer,2,Links to altEC,Alcohol,0.286454
2013/2014,93102000,NA,"Beer, light",2,Links to altEC,Alcohol,0.213563
2013/2014,93102100,NA,"Beer, low carb",2,Links to altEC,Alcohol,0.26099
2013/2014,93102200,NA,"Beer, light, higher alcohol",2,Links to altEC,Alcohol,0.297015
2013/2014,93102300,NA,"Beer, higher alcohol",2,Links to altEC,Alcohol,0.380404
2013/2014,93106000,NA,"Alcoholic malt beverage, sweetened",1,Links to FNDDS,Alcohol,0.368361
2013/2014,93106010,NA,"Alcoholic malt beverage, higher alcohol, sweetened",1,Links to FNDDS,Alcohol,0.309399
2013/2014,93106100,NA,Alcoholic malt beverage,2,Links to altEC,Alcohol,0.326186
2013/2014,93106500,NA,Hard cider,2,Links to altEC,Alcohol,0.404565
2013/2014,93201000,NA,Cordial or liqueur,1,Links to FNDDS,Alcohol,1.946135
2013/2014,93202000,NA,"Cordial or liqueur, coffee flavored",1,Links to FNDDS,Alcohol,2.074168
2013/2014,93301000,NA,"Cocktail, NFS",1,Links to FNDDS,Alcohol,0.859831
2013/2014,93301020,NA,Bacardi cocktail,1,Links to FNDDS,Alcohol,0.743925
2013/2014,93301030,NA,Bloody Mary,1,Links to FNDDS,Alcohol,0.853083
2013/2014,93301032,NA,Cape Cod,1,Links to FNDDS,Alcohol,0.624832
2013/2014,93301040,NA,Daiquiri,1,Links to FNDDS,Alcohol,0.954536
2013/2014,93301060,NA,Gin and Tonic,1,Links to FNDDS,Alcohol,1.026427
2013/2014,93301085,NA,Kamikaze,1,Links to FNDDS,Alcohol,2.711633
2013/2014,93301090,NA,Manhattan,1,Links to FNDDS,Alcohol,1.396843
2013/2014,93301100,NA,Margarita,1,Links to FNDDS,Alcohol,0.825311
2013/2014,93301110,NA,Martini,1,Links to FNDDS,Alcohol,1.217283
2013/2014,93301111,NA,"Martini, flavored",1,Links to FNDDS,Alcohol,1.288215
2013/2014,93301120,NA,Mint julep,1,Links to FNDDS,Alcohol,2.294528
2013/2014,93301125,NA,Mojito,1,Links to FNDDS,Alcohol,1.089622
2013/2014,93301130,NA,Old fashioned,1,Links to FNDDS,Alcohol,0.830953
2013/2014,93301132,NA,Orange Blossom,1,Links to FNDDS,Alcohol,1.466447
2013/2014,93301140,NA,Screwdriver,1,Links to FNDDS,Alcohol,0.721052
2013/2014,93301150,NA,Tom Collins,1,Links to FNDDS,Alcohol,0.76776
2013/2014,93301160,NA,Whiskey sour,1,Links to FNDDS,Alcohol,1.471971
2013/2014,93301182,NA,Whiskey and cola,1,Links to FNDDS,Alcohol,0.121949
2013/2014,93301183,NA,Whiskey and diet cola,1,Links to FNDDS,Alcohol,0.550398
2013/2014,93301184,NA,Whiskey and ginger ale,1,Links to FNDDS,Alcohol,0.464767
2013/2014,93301190,NA,Rum and cola,1,Links to FNDDS,Alcohol,0.995709
2013/2014,93301200,NA,Pina Colada,1,Links to FNDDS,Alcohol,0.858472
2013/2014,93301211,NA,Vodka and soda,1,Links to FNDDS,Alcohol,0.726406
2013/2014,93301213,NA,Vodka and lemonade,1,Links to FNDDS,Alcohol,0.79317
2013/2014,93301217,NA,Vodka and water,1,Links to FNDDS,Alcohol,1.014311
2013/2014,93301218,NA,Vodka and tonic,2,Links to altEC,Alcohol,1.014311
2013/2014,93301250,NA,White Russian,1,Links to FNDDS,Alcohol,0.718333
2013/2014,93301310,NA,Mai Tai,1,Links to FNDDS,Alcohol,0.903366
2013/2014,93301360,NA,Long Island iced tea,1,Links to FNDDS,Alcohol,0.968895
2013/2014,93301400,NA,Irish Coffee,1,Links to FNDDS,Alcohol,1.903251
2013/2014,93301450,NA,Liqueur with cream,1,Links to FNDDS,Alcohol,1.95867
2013/2014,93301510,NA,Frozen margarita,2,Links to altEC,Alcohol,0.825311
2013/2014,93301550,NA,"Eggnog, alcoholic",1,Links to FNDDS,Alcohol,0.988555
2013/2014,93401010,NA,"Wine, table, red",1,Links to FNDDS,Alcohol,0.969185
2013/2014,93401020,NA,"Wine, table, white",1,Links to FNDDS,Alcohol,0.901335
2013/2014,93401030,NA,"Wine, table, rose",1,Links to FNDDS,Alcohol,0.584713
2013/2014,93401100,NA,"Wine, rice",1,Links to FNDDS,Alcohol,1.071468
2013/2014,93402000,NA,"Wine, dessert, sweet",1,Links to FNDDS,Alcohol,0.989281
2013/2014,93404000,NA,Wine cooler,1,Links to FNDDS,Alcohol,0.657417
2013/2014,93404550,NA,"Sangria, red",1,Links to FNDDS,Alcohol,0.414137
2013/2014,93404560,NA,"Sangria, white",1,Links to FNDDS,Alcohol,0.436045
2013/2014,93405000,NA,Wine spritzer,1,Links to FNDDS,Alcohol,0.71823
2013/2014,93501000,NA,Brandy,1,Links to FNDDS,Alcohol,2.094329
2013/2014,93502000,NA,Whiskey,1,Links to FNDDS,Alcohol,1.995165
2013/2014,93502100,NA,Scotch,1,Links to FNDDS,Alcohol,1.193529
2013/2014,93503000,NA,Gin,1,Links to FNDDS,Alcohol,1.505434
2013/2014,93504000,NA,Rum,1,Links to FNDDS,Alcohol,1.371174
2013/2014,93504100,NA,Rum cooler,1,Links to FNDDS,Alcohol,1.648533
2013/2014,93505000,NA,Vodka,1,Links to FNDDS,Alcohol,1.308029
2013/2014,93505100,NA,Tequila,1,Links to FNDDS,Alcohol,2.410805
2013/2014,94000100,NA,"Water, tap",2,Links to altEC,Top 90,0
2013/2014,94100100,NA,"Water, bottled, unsweetened",1,Links to FNDDS,Top 90,0.034963
2013/2014,94100200,NA,"Water, bottled, sweetened, with low calorie sweetener",1,Links to FNDDS,Top 90,0.072413
2013/2014,94100300,NA,Capri Sun Roarin' Waters,1,Links to FNDDS,Top 90,0.126197
2013/2014,94210100,NA,Propel Water,1,Links to FNDDS,Extra,0.09592
2013/2014,94210200,NA,Glaceau Vitamin Water,1,Links to FNDDS,Top 90,0.179772
2013/2014,94210300,NA,SoBe Life Water,1,Links to FNDDS,Extra,0.183946
2013/2014,94220100,NA,Propel Zero Water,1,Links to FNDDS,Extra,0.113946
2013/2014,94220215,NA,Glaceau Vitamin Water Zero,1,Links to FNDDS,Top 90,0.167276
2013/2014,94220310,NA,SoBe Life Water Zero,1,Links to FNDDS,Top 90,0.205
2013/2014,94300100,NA,"Water, baby, bottled, unsweetened",2,Links to altEC,Top 90,0.034963
2013/2014,95102000,NA,"Carnation Instant Breakfast, nutritional drink, regular, ready-to-drink",1,Links to FNDDS,Extra,0.430186
2013/2014,95103000,NA,"Ensure, nutritional shake, ready-to-drink",2,Links to altEC,Top 90,0.430186
2013/2014,95104000,NA,"Glucerna, nutritional shake, ready-to-drink",2,Links to altEC,Top 90,0.430186
2013/2014,95105000,NA,Kellogg's Special K Protein Shake,2,Links to altEC,Extra,0.463422
2013/2014,95106000,NA,"Muscle Milk, ready-to-drink",2,Links to altEC,Top 90,0.430186
2013/2014,95110000,NA,"Slim Fast Shake, meal replacement, regular, ready-to-drink",2,Links to altEC,Top 90,0.430186
2013/2014,95120000,NA,"Nutritional drink or meal replacement, ready-to-drink, NFS",2,Links to altEC,Top 90,0.430186
2013/2014,95120010,NA,"Nutritional drink or meal replacement, high protein, ready-to-drink, NFS",2,Links to altEC,Top 90,0.430186
2013/2014,95120020,NA,"Nutritional drink or meal replacement, high protein, light, ready-to-drink, NFS",2,Links to altEC,Top 90,0.430186
2013/2014,95201000,NA,"Carnation Instant Breakfast, nutritional drink mix, regular, powder",1,Links to FNDDS,Top 90,1.403823
2013/2014,95201500,NA,"Herbalife, nutritional shake mix, high protein, powder",2,Links to altEC,Top 90,1.403823
2013/2014,95202000,NA,"Muscle Milk, regular, powder",2,Links to altEC,Top 90,1.403823
2013/2014,95220010,NA,"Nutritional drink mix or meal replacement, high protein, powder, NFS",2,Links to altEC,Top 90,1.403823
2013/2014,95230000,NA,"Protein powder, whey based, NFS",2,Links to altEC,Top 90,1.403823
2013/2014,95230010,NA,"Protein powder, soy based, NFS",2,Links to altEC,Top 90,1.403823
2013/2014,95230030,NA,"Protein powder, NFS",2,Links to altEC,Top 90,1.403823
2013/2014,95310200,NA,Full Throttle Energy Drink,1,Links to FNDDS,Extra,0.340288
2013/2014,95310400,NA,Monster Energy Drink,1,Links to FNDDS,Top 90,0.347974
2013/2014,95310500,NA,Mountain Dew AMP Energy Drink,1,Links to FNDDS,Extra,0.349629
2013/2014,95310550,NA,No Fear Energy Drink,1,Links to FNDDS,Extra,0.257671
2013/2014,95310560,NA,NOS Energy Drink,1,Links to FNDDS,Extra,0.333903
2013/2014,95310600,NA,Red Bull Energy Drink,1,Links to FNDDS,Top 90,0.691115
2013/2014,95310700,NA,Rockstar Energy Drink,1,Links to FNDDS,Top 90,0.325214
2013/2014,95310750,NA,SoBe Energize Energy Juice Drink,1,Links to FNDDS,Extra,0.200735
2013/2014,95310800,NA,Vault Energy Drink,1,Links to FNDDS,Extra,0.067216
2013/2014,95311000,NA,Energy Drink,1,Links to FNDDS,Top 90,0.122761
2013/2014,95312400,NA,"Monster Energy Drink, Lo Carb",1,Links to FNDDS,Top 90,0.32137
2013/2014,95312500,NA,"Mountain Dew AMP Energy Drink, sugar-free",1,Links to FNDDS,Extra,0.348638
2013/2014,95312550,NA,"No Fear Energy Drink, sugar-free",1,Links to FNDDS,Extra,0.213066
2013/2014,95312555,NA,"NOS Energy Drink, sugar-free",1,Links to FNDDS,Extra,0.449203
2013/2014,95312560,NA,Ocean Spray Cran-Energy Cranberry Energy Juice Drink,1,Links to FNDDS,Extra,0.240549
2013/2014,95312600,NA,"Red Bull Energy Drink, sugar-free",1,Links to FNDDS,Extra,0.731369
2013/2014,95312700,NA,"Rockstar Energy Drink, sugar-free",1,Links to FNDDS,Top 90,0.32124
2013/2014,95312900,NA,XS Energy Drink,1,Links to FNDDS,Extra,0.291859
2013/2014,95313200,NA,"Energy drink, sugar free",1,Links to FNDDS,Top 90,0.247911
2013/2014,95320200,NA,Gatorade G sports drink,1,Links to FNDDS,Top 90,0.117736
2013/2014,95320500,NA,Powerade sports drink,1,Links to FNDDS,Top 90,0.092074
